,講義コード,講義名,担当者名
117,212517,健康・スポーツ科学４（バドミントン）,内山 明
118,212519,ドイツ語オーラルコミュニケーション（初級）２,NIERS MARTIN WILHELM
119,212520,中国語オーラルコミュニケーション（初級）２,王 喜云
120,212521,ハングルオーラルコミュニケーション（初級）２,李 芝賢
121,212522,中国語オーラルコミュニケーション（初級）２,王 喜云
122,212523,中国語オーラルコミュニケーション（初級）２【ＨＳＫ２級対策】,董 紅俊
123,212524,英語（リーディング）４,伊藤 省三
124,212525,英語（コミュニケーション）中級２,Van Horn George
125,212527,フランス語オーラルコミュニケーション（初級）２,Xavier Vurpillot
126,212530,国際マーケティング論【2年次】,山岡 隆志
127,212533,ハングル応用２,金 由那
128,212534,中国語応用２,杉江 叔子
129,212535,英語（リーディング）４,重藤 智美
130,212538,健康・スポーツ科学５（スキー）,小泉 和也
131,212998,インターンシップ,経営学部長
132,212999,（特１）海外インターンシップ,経営学部長
133,213101,経済データ実習,大西 幹弘
134,213103,中国語特別演習１,村松 恵子
135,213105,フランス語特別演習１,堀畑 正樹
136,213106,経済データ実習,大西 幹弘
137,213118,経済データ実習,大西 幹弘
138,213121,システム設計１,藤井 俊明
139,213122,（特）英語（コミュニケーション）上級１,Beatty Robert
140,213123,英語特別演習１,東 正志
141,213131,職業指導論,杉本 直記
142,213501,経営データ実習,大西 幹弘
143,213502,中国語特別演習２,村松 恵子
144,213507,フランス語特別演習２,堀畑 正樹
145,213508,経営データ実習,大西 幹弘
146,213516,英語特別演習２,山岡 隆志
147,213522,経営データ実習,大西 幹弘
148,213523,システム設計２,中島 俊明
149,213527,国際マーケティング論【3年次以上】,山岡 隆志
150,213529,ワーク・ライフ・バランス論【3年次以上】,五十畑 浩平
151,214001,専門ゼミナール３,相川 奈美
152,214002,専門ゼミナール３,堀川 新吾
153,214003,専門ゼミナール３,村松 恵子
154,214004,専門ゼミナール３,澤田 慎治
155,214005,専門ゼミナール３,堀畑 正樹
156,214006,専門ゼミナール３,田代 樹彦
157,214007,専門ゼミナール３,宮崎 信二
158,214008,専門ゼミナール３,鳥居 弘志
159,214009,専門ゼミナール３,桑島 薫
160,214010,専門ゼミナール３,瀬川 新一
161,214011,専門ゼミナール３,山本 いづみ
162,214012,専門ゼミナール３,澤田 貴之
163,214013,専門ゼミナール３,村上 広一
164,214014,専門ゼミナール３,田澤 宗裕
165,214015,専門ゼミナール３,高山 晃郎
166,214016,専門ゼミナール３,柳田 純也
167,214017,専門ゼミナール３,伊藤 秀俊
168,214018,専門ゼミナール３,中川 宏道
169,214019,専門ゼミナール３,長尾 晃宏
170,214020,専門ゼミナール３,田中 武憲
171,214021,専門ゼミナール３,橋場 俊展
172,214022,専門ゼミナール３,新美 潤一郎
173,214023,専門ゼミナール３,五十畑 浩平
174,214024,専門ゼミナール３,大西 幹弘
175,214025,専門ゼミナール３,東田 明
176,221108,マーケティング入門【国際経営学科1年、2年次以上】,山岡 隆志
177,221119,人間と環境（Ｈ～Ｍ）,相川 奈美|東 正志|桑島 薫|澤田 慎治|澤田 貴之|瀬川 新一|田澤 宗裕|長尾 晃宏|新美 潤一郎|橋場 俊展|堀川 新吾|槇野 均|村上 広一|柳田 純也
178,222106,英語実践演習１,石塚 杏樹
179,222108,英語実践演習１,杉浦 恵美子
180,222115,中国語応用１,村松 恵子
181,222505,英語実践演習２,石塚 杏樹
182,222506,英語実践演習２,杉浦 恵美子
183,222512,中国語応用２,村松 恵子
184,222513,国際フィールドワーク【台湾】,村松 恵子|田中 武憲
185,223101,英語実践演習３,杉浦 恵美子
186,223501,英語実践演習４,杉浦 恵美子
187,223502,(特２)国際フィールドワーク２【台湾】,村松 恵子|田中 武憲
188,211120,上級簿記１,田代 樹彦
189,211519,上級簿記２,田代 樹彦
190,211547,基本簿記【2年次以上】※経営学部1年次再履修,田代 樹彦|髙島 健司
191,212119,企業財務論,田澤 宗裕
192,212505,経営科学２,水沼 洋人
193,212507,情報システム論【2年次】,堀川 新吾
194,212511,情報産業組織論【経営学科】,大西 幹弘
195,212526,会社法入門,村上 康司
196,213001,専門ゼミナール２,堀畑 正樹
197,213002,専門ゼミナール２,村松 恵子
198,213003,専門ゼミナール２,澤田 慎治
199,213004,専門ゼミナール２,相川 奈美
200,213005,専門ゼミナール２,田代 樹彦
201,213006,専門ゼミナール２,橋場 俊展
202,213007,専門ゼミナール２,新美 潤一郎
203,213008,専門ゼミナール２,澤田 貴之
204,213009,専門ゼミナール２,瀬川 新一
205,213010,専門ゼミナール２,田中 武憲
206,213011,専門ゼミナール２,山本 いづみ
207,213012,専門ゼミナール２,桑島 薫
208,213013,専門ゼミナール２,鳥居 弘志
209,213014,専門ゼミナール２,伊藤 秀俊
210,213015,専門ゼミナール２,五十畑 浩平
211,213016,専門ゼミナール２,堀川 新吾
212,213017,専門ゼミナール２,長尾 晃宏
213,213018,専門ゼミナール２,村上 広一
214,213019,専門ゼミナール２,中川 宏道
215,213020,専門ゼミナール２,大西 幹弘
216,213021,専門ゼミナール２,柳田 純也
217,213022,専門ゼミナール２,東田 明
218,213023,専門ゼミナール２,田澤 宗裕
219,213024,専門ゼミナール２,高山 晃郎
220,213025,専門ゼミナール２,西垣 鳴人
221,213108,経営シミュレーション１,堀川 新吾
222,213109,税務会計論,柳田 純也
223,213114,キャッシュフロー会計論,柳田 純也
224,213116,コーポレート・ガバナンス論,瀬川 新一
225,213505,社会環境会計論,東田 明
226,213510,環境経営論,李 秀澈
227,213512,経営シミュレーション２,堀川 新吾
228,213513,財務会計論３,田代 樹彦
229,213514,非営利組織体会計論,柳田 純也
230,213515,情報システム論【3年次以上】,堀川 新吾
231,213521,労働衛生論,武山 英麿
232,213526,ベンチャービジネス論,盧 聰明
233,222516,アメリカ経済論,名和 洋人
234,233502,(特１)起業講座２,教員未確定|西山 賢一
235,234501,(特１)起業講座３,教員未確定|西山 賢一
236,242808,産業集積論,井内 尚樹
237,653528,教育実習指導（事前）,曽山 和彦
238,652501,教育行政論,片山 信吾
239,652124,教育方法論,後藤 明史
240,652129,道徳教育の指導法,塚原 利理
241,652130,特別活動の指導法,山川 法子
242,651501,学習社会論,片山 信吾
243,651511,教育方法・技術論,平山 勉
244,652101,発達心理学,木村 美奈子
245,652104,教育法規,片山 信吾
246,652510,道徳教育の理論と指導法,塚原 利理
247,653111,学校課題演習,片山 信吾
248,653112,学校課題演習,谷口 正明|井中 宏史
249,653514,学校課題演習,嶋口 裕基
250,653520,模擬授業演習,曽山 和彦
251,661501,生涯学習論,片山 信吾
252,662101,博物館原論,正村 美里
253,662103,日本文化の歴史,山中 雅子
254,662104,民俗学,山中 雅子
255,662501,博物館経営論,土山 公仁
256,662503,古文書学,山中 雅子
257,664006,博物館実習３,平山 勉
258,211001,基礎ゼミナール,村上 広一
259,211002,基礎ゼミナール,相川 奈美
260,211003,基礎ゼミナール,堀川 新吾
261,211004,基礎ゼミナール,西垣 鳴人
262,211005,基礎ゼミナール,東 正志
263,211006,基礎ゼミナール,五十畑 浩平
264,211007,基礎ゼミナール,田代 樹彦
265,211008,基礎ゼミナール,田澤 宗裕
266,211009,基礎ゼミナール,橋場 俊展
267,211010,基礎ゼミナール,長尾 晃宏
268,211011,基礎ゼミナール,宮崎 信二
269,211012,基礎ゼミナール,山本 いづみ
270,211013,基礎ゼミナール,柳田 純也
271,211014,基礎ゼミナール,桑島 薫
272,211015,基礎ゼミナール,澤田 慎治
273,211016,基礎ゼミナール,槇野 均
274,211017,基礎ゼミナール,伊藤 秀俊
275,211018,基礎ゼミナール,澤田 貴之
276,211019,基礎ゼミナール,高山 晃郎
277,211020,基礎ゼミナール,新美 潤一郎
278,211103,健康・スポーツ科学１（Ｆ～Ｉ）,石垣 享|石田 直章|小林 洋平|槇野 均
279,211104,健康・スポーツ科学１（Ａ～Ｅ）,石垣 享|石田 直章|小林 洋平|槇野 均
280,211105,英語（コミュニケーション）１（Ｆ）,Frazer Smith
281,211108,英語（コミュニケーション）１（Ｉ）,STOLTENBERG LUKE
282,211109,英語（コミュニケーション）１（Ａ）,Beatty Robert
283,211111,英語（コミュニケーション）１（Ｃ）,Van Horn George
284,211113,英語（コミュニケーション）１（Ｅ）,HOARE Peter A.
285,211117,政治と社会,小林 正嗣
286,211119,経営数学,鳥居 弘志
287,211123,欧米文化論,前田 朋美
288,211126,欧米文化論,前田 朋美
289,211127,会計学入門【経営学科1年次】,田代 樹彦
