,講義コード,講義名,担当者名
133,421004,生物学実験,鈴木 康生|平野 達也|塚越 啓央|山岸 健三|寺田 理枝|上船 雅義|荒川 征夫|黒川 裕介|津呂 正人
134,421005,化学１,田中 芳明
135,421006,化学２,入澤 寿平
136,421007,化学実験,湊 健一郎|加藤 雅士|志水 元亨|氏田 稔|奥村 裕紀|林 利哉|長澤 麻央|前林 正弘|天野 健一|松儀 真人|山口 秀明|濱本 博三|田中 芳明
137,421008,化学実験,湊 健一郎|加藤 雅士|志水 元亨|氏田 稔|奥村 裕紀|林 利哉|長澤 麻央|前林 正弘|天野 健一|松儀 真人|山口 秀明|濱本 博三
138,421009,物理学,小島 義弘
139,421011,地学,田島 一成
140,421014,情報科学,安田 倫代
141,421015,科学英語１,大橋 真砂子
142,421016,科学英語２,大橋 真砂子
143,422001,応用生物化学概説,湊 健一郎|加藤 雅士|志水 元亨|氏田 稔|奥村 裕紀|近澤 未歩|林 利哉|長澤 麻央|前林 正弘|天野 健一|松儀 真人|山口 秀明|濱本 博三
144,422002,分析化学,前林 正弘
145,422003,有機化学１,松儀 真人
146,422004,有機化学２,松儀 真人
147,422005,生物化学１,氏田 稔
148,422006,生物化学２,氏田 稔
149,422007,物理化学１,天野 健一
150,422008,物理化学２,天野 健一
151,422009,微生物学１,加藤 雅士
152,422010,微生物学２,加藤 雅士
153,422011,栄養科学１,近澤 未歩
154,422012,栄養科学２,湊 健一郎
155,422013,畜産食品製造科学１,林 利哉
156,422014,畜産食品製造科学２,長澤 麻央
157,422015,農薬科学１,山口 秀明
158,422016,農薬科学２,山口 秀明
159,422017,応用生物化学実験１,加藤 雅士|志水 元亨
160,422018,応用生物化学実験１,加藤 雅士|志水 元亨
161,422019,応用生物化学実験２,山口 秀明|濱本 博三
162,422020,応用生物化学実験２,山口 秀明|濱本 博三
163,422021,応用生物化学実験３,松儀 真人
164,422022,応用生物化学実験３,松儀 真人
165,422023,応用生物化学実験４,氏田 稔|奥村 裕紀
166,422024,応用生物化学実験４,氏田 稔|奥村 裕紀
167,422025,応用生物化学実験５,湊 健一郎|近澤 未歩
168,422026,応用生物化学実験５,湊 健一郎|近澤 未歩
169,422027,応用生物化学実験６,前林 正弘|天野 健一
170,422028,応用生物化学実験６,前林 正弘|天野 健一
171,422029,応用生物化学実験７,林 利哉|長澤 麻央
172,422030,応用生物化学実験７,林 利哉|長澤 麻央
173,422031,機器分析化学,前林 正弘
174,422032,食品安全・衛生学,林 利哉
175,422033,植物生命科学,塚越 啓央
176,422034,無機化学１,石井 陽祐
177,422035,無機化学２,猪股 智彦
178,422036,食品化学総論,近澤 未歩
179,422037,食物文化論,湊 健一郎
180,422038,細胞生物学,奥村 裕紀
181,422039,農場実習,森田 隆史|中尾 義則|森田 裕将|片山 好春|松井 宏樹
182,422040,統計学,上船 雅義
183,422041,代謝生化学,氏田 稔
184,422042,バイオテクノロジー,志水 元亨
185,422043,微生物利用学,志水 元亨
186,422044,食品原料学,湊 健一郎
187,422045,畜産食品原料学,坂田 亮一
188,422046,食品利用学,湊 健一郎
189,422047,生物有機化学,濱本 博三
190,422048,天然物有機化学,松儀 真人
191,422049,生物物理化学,天野 健一
192,422050,食品加工実習,林 利哉|長澤 麻央|加藤 雅士|志水 元亨|湊 健一郎|近澤 未歩
