,講義コード,講義名,担当者名
469,112128,実践英語３,田中 晴紀
470,112130,実践英語３,赤塚 麻里
471,112131,応用演習１（行政専門コース）,髙松 淳也
472,112132,情報リテラシー２,渡辺 凡夫
473,112133,実践英語３,白木 玲子
474,112134,実践英語３,JUNEJA Indu
475,112135,実践英語３,中嶋 こずえ
476,112136,実践英語３,戸谷 鉱一
477,112137,実践英語３,高橋 由紀
478,112138,実践英語３,田中 晴紀
479,112140,実践英語３,赤塚 麻里
480,112141,応用演習１（行政専門コース）,庄村 勇人
481,112142,民法２,柳 勝司
482,112143,英語講読３,久米 祐介
483,112145,心理学２,丹下 智香子
484,112147,応用演習１,山本 忠弘
485,112148,民法２,野口 大作
486,112151,心理学２,丹下 智香子
487,112152,教養特設科目B（中国報道１）,王 莉莎
488,112153,憲法２,渡邊 亙
489,112154,国際法,佐藤 一義
490,112155,政治思想史,仁井田 崇
491,112158,憲法２,河北 洋介
492,112159,法哲学,平井 亮輔
493,112160,応用演習１,川原 勝美
494,112164,英語講読３,鈴木 克彦
495,112166,ドイツ語５,中村 真奈美
496,112167,中国語５,仲 曄慶
497,112168,特設科目B （教養演習）（行政専門・法専門コース）,岡崎 拓郎
498,112169,応用演習１（行政専門コース）,植木 淳
499,112170,中国語５,仲 曄慶
500,112171,応用演習１（法専門コース）,杉浦 林太郎
501,112172,特設科目B （教養演習）（行政専門・法専門コース）,岡崎 拓郎
502,112174,特設科目B （法律中国語３）,楊 遠寧
503,112176,フランス語５,内田 智秀
504,112177,英語講読３,石川 淳子
505,112178,英語講読３,田中 一穂
506,112179,英語講読３,服部 有紀
507,112180,英語講読３,伊藤 省三
508,112181,英語講読３,山田 豊
509,112182,英語講読３,戸谷 鉱一
510,112183,英語講読３,高橋 由紀
511,112184,英語講読３,萩 三恵
512,112185,英語講読３,石川 淳子
513,112186,英語講読３,田中 一穂
514,112187,英語講読３,服部 有紀
515,112188,英語講読３,伊藤 省三
516,112189,英語講読３,山田 豊
517,112190,英語講読３,戸谷 鉱一
518,112191,英語講読３,高橋 由紀
519,112192,英語講読３,萩 三恵
520,112193,応用演習１,笹岡 克比人
521,112195,情報リテラシー２,丹羽 淳一
522,112196,中国語１,方 暁娟
523,112501,政治過程論,松本 俊太
524,112502,企業法２,吉行 幾真
525,112504,行政法１,北見 宏介
526,112505,民法３,川元 主税
527,112508,応用演習２,野口 大作
528,112509,行政法１,庄村 勇人
529,112510,民事訴訟法,日比野 泰久
530,112512,応用演習２,川元 主税
531,112513,応用演習２,萩野 貴史
532,112516,英語講読３,久米 祐介
533,112521,応用演習２,伊藤 博路
